date,代码,名称,action,price,shares,amount,cost,profit
2025-01-07,sh.603499,翔港科技,BUY,17.01201447,142000,2415706.05474,205.3350146529,0.0
2025-01-07,sz.002861,瀛通通讯,BUY,10.89917768,221600,2415257.773888,205.29691078048,0.0
2025-01-08,sz.002379,宏桥控股,SELL,10.86,244700,2657442.0,1554.60357,240493.10536500067
2025-01-08,sh.600807,济高发展,SELL,2.52,982100,2474892.0,1447.8118200000001,57272.831070000306
2025-01-08,sh.603499,翔港科技,SELL,17.33767101,142000,2461949.28342,1440.2403308007001,44597.653334546834
2025-01-08,sz.002861,瀛通通讯,SELL,11.2270472,221600,2487913.6595199998,1455.4294908191998,70995.15923040081
2025-01-08,sh.600246,万通发展,SELL,6.67,368300,2456561.0,1437.088185,38870.547735000495
2025-01-14,sh.600807,济高发展,BUY,2.71,4621400,12523994.0,1064.5394900000001,0.0
2025-01-15,sh.600807,济高发展,SELL,2.81,4621400,12986134.0,7596.88839,453478.5721199997
2025-02-06,sh.600246,万通发展,BUY,5.21,2489100,12968211.0,1102.297935,0.0
2025-02-07,sh.600246,万通发展,SELL,5.29,2489100,13167339.0,7702.893315,190322.8087500017
2025-04-08,sh.600712,南宁百货,BUY,4.74,555000,2630700.0,223.60950000000003,0.0
2025-04-08,sh.600778,友好集团,BUY,5.43,484500,2630835.0,223.62097500000002,0.0
2025-04-08,sh.600824,益民集团,BUY,3.75221691,701100,2630679.275601,223.60773842608504,0.0
2025-04-08,sz.000759,中百集团,BUY,6.85,384000,2630400.0,223.584,0.0
2025-04-08,sz.000882,华联股份,BUY,2.01,1308900,2630888.9999999995,223.62556499999997,0.0
2025-04-09,sh.600778,友好集团,SELL,6.16,484500,2984520.0,1745.9442000000001,351715.43482500035
2025-04-09,sh.600712,南宁百货,SELL,5.03,555000,2791650.0,1633.11525,159093.2752500004
2025-04-09,sz.000759,中百集团,SELL,7.62,384000,2926080.0,1711.7568,293744.6592000001
2025-04-09,sz.000882,华联股份,SELL,2.19,1308900,2866491.0,1676.8972350000001,233701.47720000055
2025-04-09,sh.600824,益民集团,SELL,3.93136785,701100,2756281.999635,1612.424969786475,123766.69132578745
2025-04-09,sh.600000,浦发银行,BUY,9.89007773,289000,2858232.46397,242.94975943745,0.0
2025-04-09,sz.000921,海信家电,BUY,23.6946906,120600,2857579.68636,242.89427334060002,0.0
2025-04-09,sz.000923,河钢资源,BUY,12.3837506,230800,2858169.63848,242.94441927080004,0.0
2025-04-09,sz.000925,众合科技,BUY,6.98,409500,2858310.0,242.95635000000001,0.0
2025-04-09,sz.000926,福星股份,BUY,2.02,1415200,2858704.0,242.98984000000002,0.0
2025-04-10,sh.600000,浦发银行,SELL,9.88037206,289000,2855427.5253399997,1670.4251023238999,-4718.313491761219
2025-04-10,sz.000926,福星股份,SELL,2.12,1415200,3000224.0,1755.13104,139521.87912000064
2025-04-10,sz.000923,河钢资源,SELL,12.95234304,230800,2989400.773632,1748.7994525747201,129239.3912801547
2025-04-10,sz.000925,众合科技,SELL,7.33,409500,3001635.0,1755.956475,141326.08717500046
2025-04-10,sz.000921,海信家电,SELL,24.75095994,120600,2984965.7687640004,1746.2049747269402,125396.98315593321
2025-04-10,sh.600593,大连圣亚,BUY,35.1,84400,2962440.0,251.80740000000003,0.0
2025-04-10,sh.603569,长久物流,BUY,8.01026776,369800,2962197.017648,251.78674650008,0.0
2025-04-10,sz.000969,安泰科技,BUY,11.2753188,262700,2962026.2487600003,251.77223114460006,0.0
2025-04-10,sz.000973,佛塑科技,BUY,5.971608,496100,2962514.7287999997,251.813751948,0.0
2025-04-10,sz.000975,山金国际,BUY,18.8000529,157500,2961008.33175,251.68570819875,0.0
2025-04-11,sh.600593,大连圣亚,SELL,36.28,84400,3062032.0,1791.28872,97548.90388000011
2025-04-11,sh.603569,长久物流,SELL,7.9527778,369800,2940937.23044,1720.4482798074,-23232.02223430667
2025-04-11,sz.000973,佛塑科技,SELL,5.93179728,496100,2942764.630608,1721.51730890568,-21723.42925285315
2025-04-11,sz.000975,山金国际,SELL,20.05666218,157500,3158924.29335,1847.97071160975,195816.305180192
2025-04-11,sz.000969,安泰科技,SELL,10.9306584,262700,2871483.96168,1679.8181175828001,-92473.87742872722
2025-05-20,sh.603800,洪田股份,BUY,22.68077244,659800,14964773.655911999,1272.00576075252,0.0
2025-05-21,sh.603800,洪田股份,SELL,22.1227218,659800,14596571.84364,8538.9945285294,-378012.812561281
2025-05-29,sh.603800,洪田股份,BUY,23.82676929,122500,2918779.2380250003,248.09623523212505,0.0
2025-05-29,sz.002042,华孚时尚,BUY,4.78,610700,2919146.0,248.12741000000003,0.0
2025-05-29,sz.002851,麦格米特,BUY,44.44564347,65600,2915634.211632,247.82890798872,0.0
2025-05-29,sh.600126,杭钢股份,BUY,9.11,320400,2918844.0,248.10174,0.0
2025-05-29,sz.002992,宝明科技,BUY,52.72,55300,2915416.0,247.81036000000003,0.0
2025-05-30,sh.603800,洪田股份,SELL,23.90649081,122500,2928545.124225,1713.198897671625,7804.5910670962185
2025-05-30,sz.002851,麦格米特,SELL,43.97611206,65600,2884832.951136,1687.6272764145601,-32736.716680402867
2025-05-30,sz.002992,宝明科技,SELL,52.95,55300,2928135.0,1712.958975,10758.230665000621
2025-05-30,sh.600126,杭钢股份,SELL,9.15,320400,2931660.0,1715.0211000000002,10852.87716000015
2025-05-30,sz.002042,华孚时尚,SELL,4.79,610700,2925253.0,1711.273005,4147.599585000426
2025-06-03,sz.002042,华孚时尚,BUY,4.66,783100,3649246.0,310.18591000000004,0.0
2025-06-03,sz.000096,广聚能源,BUY,14.2717638,255600,3647862.8272800003,310.06834031880004,0.0
2025-06-03,sh.600126,杭钢股份,BUY,8.69,419900,3648931.0,310.15913500000005,0.0
2025-06-03,sz.002992,宝明科技,BUY,53.13,68600,3644718.0,309.80103,0.0
2025-06-04,sz.000096,广聚能源,SELL,13.93361748,255600,3561432.627888,2083.43808731448,-88823.70581963286
2025-06-04,sz.002992,宝明科技,SELL,52.41,68600,3595325.9999999995,2103.2657099999997,-51805.066740000155
2025-06-04,sh.600126,杭钢股份,SELL,8.95,419900,3758104.9999999995,2198.4914249999997,106665.34944000002
2025-06-04,sz.002042,华孚时尚,SELL,4.67,783100,3657077.0,2139.390045,5381.424045000691
2025-06-04,sz.000889,中嘉博创,BUY,2.97,981000,2913570.0,247.65345000000002,0.0
2025-06-04,sz.002826,易明医药,BUY,13.343653,218300,2912919.4499,247.5981532415,0.0
2025-06-04,sh.603959,百利科技,BUY,4.56,638900,2913383.9999999995,247.63763999999998,0.0
2025-06-04,sh.603529,爱玛科技,BUY,35.61829718,81800,2913576.709324,247.65402029254003,0.0
2025-06-04,sz.000564,供销大集,BUY,2.44,1194100,2913604.0,247.65634000000003,0.0
2025-06-05,sz.000564,供销大集,SELL,2.45,1194100,2925545.0,1711.443825,9981.89983500028
2025-06-05,sh.603529,爱玛科技,SELL,35.26076137,81800,2884330.280066,1687.33321383861,-31181.416492131073
2025-06-05,sz.000889,中嘉博创,SELL,3.27,981000,3207870.0,1876.60395,292175.74260000046
2025-06-05,sz.002826,易明医药,SELL,14.6780183,218300,3204211.39489,1874.46366601065,289169.8831707486
2025-06-05,sh.603959,百利科技,SELL,4.78,638900,3053942.0,1786.55607,138523.80629000068
2025-06-11,sz.000096,广聚能源,BUY,13.675035,557700,7626567.0194999995,648.2581966575,0.0
2025-06-11,sh.600126,杭钢股份,BUY,9.0,847400,7626600.0,648.2610000000001,0.0
2025-06-12,sh.600126,杭钢股份,SELL,8.92,847400,7558808.0,4421.90268,-72862.1636799993
2025-06-12,sz.000096,广聚能源,SELL,13.73470788,557700,7659846.584676,4481.01025203546,28150.296727309003
2025-06-13,sz.002480,新筑股份,BUY,6.73,452000,3041960.0,258.5666,0.0
2025-06-13,sh.603238,诺邦股份,BUY,19.17,158600,3040362.0000000005,258.43077000000005,0.0
2025-06-13,sz.002554,惠博普,BUY,2.88,1056200,3041856.0,258.55776000000003,0.0
2025-06-13,sz.002565,顺灏股份,BUY,5.17921614,587300,3041753.639022,258.54905931687006,0.0
2025-06-13,sz.002376,新北洋,BUY,9.4,323600,3041840.0,258.5564,0.0
2025-06-16,sh.603238,诺邦股份,SELL,18.88,158600,2994368.0,1751.7052800000001,-48004.136049999855
2025-06-16,sz.002565,顺灏股份,SELL,4.87163817,587300,2861113.097241,1673.7511618859849,-182572.84200220276
2025-06-16,sz.002376,新北洋,SELL,7.81,323600,2527316.0,1478.4798600000001,-516261.0362599995
2025-06-16,sz.002480,新筑股份,SELL,6.2,452000,2802400.0,1639.404,-241457.97059999965
2025-06-16,sz.002554,惠博普,SELL,2.99,1056200,3158038.0,1847.45223,114075.9900100003
2025-06-16,sz.000096,广聚能源,BUY,14.5204008,197600,2869231.19808,243.88465183680003,0.0
2025-06-16,sh.600126,杭钢股份,BUY,8.6,333700,2869820.0,243.93470000000002,0.0
2025-06-16,sh.603915,国茂股份,BUY,12.88015784,222800,2869699.1667520003,243.92442917392006,0.0
2025-06-16,sz.002865,钧达股份,BUY,35.95,79800,2868810.0,243.84885000000003,0.0
2025-06-16,sz.002896,中大力德,BUY,55.1168863,52000,2866078.0875999997,243.616637446,0.0
2025-06-17,sz.002896,中大力德,SELL,55.5768325,52000,2889995.29,1690.6472446500002,21982.93851790484
2025-06-17,sz.002865,钧达股份,SELL,36.6,79800,2920680.0,1708.5978,49917.55335000018
2025-06-17,sh.603915,国茂股份,SELL,13.7434658,222800,3062044.1802399997,1791.2958454404,190309.79321338516
2025-06-17,sz.000096,广聚能源,SELL,14.10269064,197600,2786691.670464,1630.2146272214402,-84413.6268950575
2025-06-17,sh.600126,杭钢股份,SELL,8.76,333700,2923212.0,1710.0790200000001,51437.9862800003
2025-06-17,sh.600960,渤海汽车,BUY,5.05,2886700,14577835.0,1239.1159750000002,0.0
2025-06-18,sh.600960,渤海汽车,SELL,5.56,2886700,16050051.999999998,9389.28042,1461588.6036050003
2025-06-23,sz.002865,钧达股份,BUY,35.78,89400,3198732.0,271.89222,0.0
2025-06-23,sh.603198,迎驾贡酒,BUY,39.2,81600,3198720.0,271.8912,0.0
2025-06-23,sz.001256,炜冈科技,BUY,20.19,158500,3200115.0,272.00977500000005,0.0
2025-06-23,sz.000785,居然智家,BUY,2.89,1107900,3201831.0,272.155635,0.0
2025-06-23,sh.603800,洪田股份,BUY,23.69722182,135100,3201494.667882,272.12704676997004,0.0
2025-06-24,sz.001256,炜冈科技,SELL,20.5,158500,3249250.0,1900.81125,46962.17897500051
2025-06-24,sz.002865,钧达股份,SELL,36.19,89400,3235386.0,1892.70081,34489.40697000036
2025-06-24,sh.603800,洪田股份,SELL,23.7171522,135100,3204187.26222,1874.4495483987,546.0177428317256
2025-06-24,sz.000096,广聚能源,BUY,13.31699772,245700,3271986.3398039998,278.11883888334,0.0
2025-06-24,sh.605117,德业股份,BUY,51.8451945,63100,3271431.7729499997,278.07170070075,0.0
2025-06-24,sh.603039,泛微网络,BUY,53.46287338,61200,3271927.850856,278.11386732276003,0.0
2025-06-25,sh.605117,德业股份,SELL,52.0029585,63100,3281386.6813499997,1919.6112085897498,7757.225490709767
2025-06-25,sh.603039,泛微网络,SELL,54.59145636,61200,3340997.129232,1954.4833206007202,66836.68118807673
2025-06-25,sh.603198,迎驾贡酒,SELL,38.99,81600,3181584.0,1861.22664,-19269.117839999497
2025-06-25,sz.000785,居然智家,SELL,3.01,1107900,3334778.9999999995,1950.8457149999997,130724.99864999996
2025-06-25,sz.000096,广聚能源,SELL,13.0783062,245700,3213339.83334,1879.8038025039,-60804.4291053866
2025-06-26,sh.603198,迎驾贡酒,BUY,39.2,82700,3241840.0000000005,275.55640000000005,0.0
2025-06-26,sh.600707,彩虹股份,BUY,6.41,505800,3242178.0,275.58513,0.0
2025-06-26,sh.603728,鸣志电器,BUY,58.09,55800,3241422.0,275.52087,0.0
2025-06-26,sz.002865,钧达股份,BUY,37.52,86400,3241728.0000000005,275.54688000000004,0.0
2025-06-26,sz.003021,兆威机电,BUY,110.36,29300,3233548.0,274.85158,0.0
2025-06-27,sh.600707,彩虹股份,SELL,6.42,505800,3247236.0,1899.6330600000001,2882.781810000539
2025-06-27,sz.003021,兆威机电,SELL,106.9,29300,3132170.0,1832.31945,-103485.17102999939
2025-06-27,sh.603198,迎驾贡酒,SELL,38.9,82700,3217030.0,1881.96255,-26967.51894999994
2025-06-27,sh.603728,鸣志电器,SELL,56.98,55800,3179484.0,1859.9981400000001,-64073.519009999465
2025-06-27,sz.000096,广聚能源,BUY,12.9788514,247400,3210967.83636,272.9322660906,0.0
2025-06-27,sz.000785,居然智家,BUY,3.01,1067100,3211971.0,273.017535,0.0
2025-06-27,sh.603369,今世缘,BUY,38.94,82400,3208656.0,272.73576,0.0
2025-06-27,sh.603193,润本股份,BUY,31.0824024,103300,3210812.16792,272.9190342732,0.0
2025-06-30,sz.002865,钧达股份,SELL,38.41,86400,3318623.9999999995,1941.3950399999999,74679.0580799994
2025-06-30,sh.603369,今世缘,SELL,38.68,82400,3187232.0,1864.53072,-23561.26647999976
2025-06-30,sh.605198,安德利,BUY,40.0860876,82700,3315119.44452,281.7851527842,0.0
2025-06-30,sz.002042,华孚时尚,BUY,4.63,716300,3316469.0,281.89986500000003,0.0
2025-07-01,sh.603193,润本股份,SELL,31.1817072,103300,3221070.3537600003,1884.3261569496003,8100.940648777876
2025-07-01,sh.605198,安德利,SELL,40.15571604,82700,3320877.716508,1942.7134641571802,3533.7733710594475
2025-07-01,sz.000785,居然智家,SELL,3.05,1067100,3254655.0,1903.973175,40507.009290000424
2025-07-01,sz.000096,广聚能源,SELL,13.05841524,247400,3230651.9303760002,1889.9313792699602,17521.23037064029
2025-07-01,sz.002042,华孚时尚,SELL,4.56,716300,3266327.9999999995,1910.8018799999998,-52333.7017450002
2025-07-01,sz.000633,合金投资,BUY,6.77,2377000,16092289.999999998,1367.84465,0.0
2025-07-02,sz.000633,合金投资,SELL,6.98,2377000,16591460.000000002,9706.004100000002,488096.15125000477
2025-07-03,sz.000096,广聚能源,BUY,13.00868784,254700,3313312.7928480003,281.63158739208006,0.0
2025-07-03,sh.600215,派斯林,BUY,7.37,449600,3313552.0,281.65192,0.0
2025-07-03,sh.600126,杭钢股份,BUY,8.81,376100,3313441.0,281.642485,0.0
2025-07-03,sz.002042,华孚时尚,BUY,4.48,739700,3313856.0000000005,281.67776000000003,0.0
2025-07-03,sh.605198,安德利,BUY,40.06619376,82700,3313474.2239519996,281.64530903592,0.0
2025-07-04,sh.605198,安德利,SELL,40.04629992,82700,3311829.003384,1937.41996697964,-3864.285844014492
2025-07-04,sh.600215,派斯林,SELL,7.37,449600,3313552.0,1938.42792,-2220.0798399997875
2025-07-04,sz.000096,广聚能源,SELL,12.88934208,254700,3282915.427776,1920.50552524896,-32599.502184641082
2025-07-04,sh.600126,杭钢股份,SELL,8.87,376100,3336006.9999999995,1951.5640949999997,20332.79342
2025-07-04,sz.002042,华孚时尚,SELL,4.54,739700,3358238.0,1964.56923,42135.7530100001
2025-07-04,sh.603619,中曼石油,BUY,19.38944112,171100,3317533.375632,281.99033692872,0.0
2025-07-04,sh.605151,西上海,BUY,19.28,172100,3318088.0,282.03748,0.0
2025-07-04,sh.600759,洲际油气,BUY,2.34,1418300,3318822.0,282.09987,0.0
2025-07-04,sh.600714,金瑞矿业,BUY,11.97125574,277200,3318432.091128,282.06672774588003,0.0
2025-07-04,sh.600367,红星发展,BUY,15.3745592,215800,3317829.87536,282.0155394056,0.0
2025-07-07,sh.603619,中曼石油,SELL,19.13585688,171100,3274145.1121679996,1915.3748906182798,-45585.62869154755
2025-07-07,sh.600759,洲际油气,SELL,2.34,1418300,3318822.0,1941.51087,-2223.6107399994507
2025-07-07,sh.600367,红星发展,SELL,15.06507132,215800,3251042.3908559997,1901.8597986507598,-68971.35984205641
2025-07-07,sh.605151,西上海,SELL,18.33,172100,3154592.9999999995,1845.4369049999998,-165622.47438499983
2025-07-07,sh.600714,金瑞矿业,SELL,11.65228806,277200,3230014.250232,1889.55833638572,-90589.46596013103
2025-07-07,sh.600962,国投中鲁,BUY,14.77,219700,3244969.0,275.82236500000005,0.0
2025-07-07,sh.605198,安德利,BUY,39.67826388,81800,3245681.9853840005,275.88296875764007,0.0
2025-07-07,sh.603369,今世缘,BUY,38.84,83500,3243140.0000000005,275.66690000000006,0.0
2025-07-07,sz.000096,广聚能源,BUY,12.79983276,253500,3244757.6046599997,275.8043963961,0.0
2025-07-07,sh.603009,北特科技,BUY,39.17,82800,3243276.0,275.67846000000003,0.0
2025-07-08,sh.600962,国投中鲁,SELL,16.25,219700,3570125.0,2088.523125,322791.6545100007
2025-07-08,sh.603009,北特科技,SELL,37.6,82800,3113280.0,1821.2688,-132092.9472599998
2025-07-08,sz.002042,华孚时尚,BUY,4.54,757200,3437688.0,292.20348,0.0
2025-07-08,sh.600576,祥源文旅,BUY,7.93,433500,3437655.0,292.20067500000005,0.0
2025-07-09,sh.605198,安德利,SELL,39.7379454,81800,3250563.93372,1901.5799012262,2704.485466015991
2025-07-09,sh.600576,祥源文旅,SELL,7.93,433500,3437655.0,2011.0281750000001,-2303.2288499996066
2025-07-09,sz.002042,华孚时尚,SELL,4.53,757200,3430116.0,2006.61786,-9870.821339999791
2025-07-09,sh.600126,杭钢股份,BUY,9.58,524400,5023752.0,427.01892000000004,0.0
2025-07-09,sz.000785,居然智家,BUY,3.05,1647100,5023655.0,427.01067500000005,0.0
2025-07-10,sz.000785,居然智家,SELL,3.04,1647100,5007184.0,2929.20264,-19827.213314998895
2025-07-10,sh.600126,杭钢股份,SELL,9.39,524400,4924116.0,2880.60786,-102943.62677999958
2025-07-10,sh.603369,今世缘,SELL,38.8,83500,3239799.9999999995,1895.2829999999997,-5510.949900000356
2025-07-10,sh.605198,安德利,BUY,40.14576912,81500,3271880.1832799995,278.10981557879995,0.0
2025-07-10,sz.002847,盐津铺子,BUY,78.540062,41600,3267266.5792,277.717659232,0.0
2025-07-10,sh.600576,祥源文旅,BUY,8.03,407800,3274633.9999999995,278.34389,0.0
2025-07-10,sh.603193,润本股份,BUY,29.61269136,110500,3272202.39528,278.1372035988,0.0
2025-07-11,sz.002847,盐津铺子,SELL,73.53934666,41600,3059236.8210560004,1789.6535403177602,-210097.12934354926
2025-07-11,sz.001212,中旗新材,BUY,35.94,91000,3270540.0,277.9959,0.0
2025-07-14,sh.605198,安德利,SELL,42.23462232,81500,3442121.71908,2013.6412056618,167949.78477876028
2025-07-14,sz.001212,中旗新材,SELL,36.66,91000,3336059.9999999995,1951.5950999999998,63290.408999999985
2025-07-14,sz.003006,百亚股份,BUY,25.78,130000,3351400.0,284.869,0.0
2025-07-14,sh.603039,泛微网络,BUY,54.5814689,61400,3351302.1904599997,284.8606861891,0.0
2025-07-15,sh.603193,润本股份,SELL,28.85797488,110500,3188806.22424,1865.4516411804,-85539.75988477888
2025-07-15,sh.603039,泛微网络,SELL,53.62267274,61400,3292432.106236,1926.07278214806,-61081.01769233635
2025-07-15,sz.003006,百亚股份,SELL,25.5,130000,3315000.0,1939.275,-38624.14399999939
2025-07-15,sz.000096,广聚能源,SELL,12.58,253500,3189030.0,1865.58255,-57868.991606395226
2025-07-15,sh.600576,祥源文旅,SELL,7.91,407800,3225698.0,1887.03333,-51101.37721999921
2025-07-15,sz.000545,金浦钛业,BUY,3.05,1050000,3202500.0,272.21250000000003,0.0
2025-07-15,sh.603758,秦安股份,BUY,13.87,230900,3202583.0,272.219555,0.0
2025-07-15,sz.002549,凯美特气,BUY,11.5,278400,3201600.0,272.136,0.0
2025-07-15,sz.000601,韶能股份,BUY,5.91,541800,3202038.0,272.17323000000005,0.0
2025-07-15,sz.002052,同洲电子,BUY,11.5,278400,3201600.0,272.136,0.0
2025-07-16,sz.000545,金浦钛业,SELL,3.3,1050000,3465000.0,2027.025,260200.76250000065
2025-07-16,sz.002052,同洲电子,SELL,11.28,278400,3140352.0,1837.10592,-63357.24191999948
2025-07-16,sz.000601,韶能股份,SELL,5.6,541800,3034080.0,1774.9368,-170005.11002999963
2025-07-16,sh.603758,秦安股份,SELL,13.7,230900,3163330.0,1850.54805,-41375.76760499971
2025-07-16,sz.002549,凯美特气,SELL,11.15,278400,3104160.0,1815.9336,-99528.06959999958
2025-07-16,sz.000096,广聚能源,BUY,12.3,258500,3179550.0,270.26175,0.0
2025-07-16,sh.605198,安德利,BUY,42.27441,75200,3179035.632,270.21802872000006,0.0
2025-07-16,sh.600576,祥源文旅,BUY,7.67,414600,3179982.0,270.29847,0.0
2025-07-16,sh.603193,润本股份,BUY,28.301868,112300,3178299.7764,270.155480994,0.0
2025-07-16,sz.000659,珠海中富,BUY,2.72,1169200,3180224.0,270.31904000000003,0.0
2025-07-17,sh.605198,安德利,SELL,42.025737,75200,3160335.4224,1848.796222104,-20819.22385082394
2025-07-17,sh.603193,润本股份,SELL,28.71894816,112300,3225137.878368,1886.7056588452801,44681.24082816159
2025-07-17,sz.001212,中旗新材,BUY,36.99,88800,3284712.0,279.20052000000004,0.0
2025-07-17,sz.003006,百亚股份,BUY,25.08,131000,3285480.0,279.2658,0.0
2025-07-18,sz.001212,中旗新材,SELL,38.0,88800,3374400.0,1974.0240000000001,87434.7754800003
2025-07-18,sz.003006,百亚股份,SELL,24.9,131000,3261900.0,1908.2115000000001,-25767.47729999991
2025-07-18,sz.000096,广聚能源,SELL,12.46,258500,3220910.0,1884.23235,39205.50590000022
2025-07-18,sz.000659,珠海中富,SELL,2.73,1169200,3191916.0,1867.27086,9554.410100000445
2025-07-18,sh.600576,祥源文旅,SELL,7.76,414600,3217296.0,1882.11816,35161.583370000124
2025-07-21,sz.000096,广聚能源,BUY,12.42,258700,3213054.0,273.10959,0.0
2025-07-21,sh.605336,帅丰电器,BUY,16.95,189500,3212025.0,273.022125,0.0
2025-07-21,sh.600576,祥源文旅,BUY,7.79,412500,3213375.0,273.13687500000003,0.0
2025-07-21,sh.603193,润本股份,BUY,28.24228512,113700,3211147.8181439997,272.94756454224,0.0
2025-07-21,sz.001212,中旗新材,BUY,38.58,83200,3209856.0,272.83776,0.0
2025-07-22,sh.603193,润本股份,SELL,29.06651496,113700,3304862.750952,1933.3447093069199,91508.64053415135
2025-07-22,sz.001212,中旗新材,SELL,38.96,83200,3241472.0,1896.2611200000001,29446.90112000052
2025-07-22,sz.002017,东信和平,BUY,22.02,153000,3369060.0,286.37010000000004,0.0
2025-07-22,sz.000659,珠海中富,BUY,2.74,1229800,3369652.0000000005,286.42042000000004,0.0
2025-07-23,sh.605336,帅丰电器,SELL,16.63,189500,3151385.0,1843.560225,-62756.58234999981
2025-07-23,sz.002017,东信和平,SELL,23.6,153000,3610800.0,2112.318,239341.31190000055
2025-07-23,sz.000096,广聚能源,SELL,12.51,258700,3236337.0,1893.257145,21116.633265000302
2025-07-23,sz.000659,珠海中富,SELL,2.7,1229800,3320460.0,1942.4691,-51420.8895200002
2025-07-23,sh.600576,祥源文旅,SELL,7.95,412500,3279375.0,1918.434375,63808.42874999996
2025-07-24,sh.605336,帅丰电器,BUY,16.62,197200,3277464.0,278.58444000000003,0.0
2025-07-24,sz.000096,广聚能源,BUY,12.36,265200,3277872.0,278.61912,0.0
2025-07-24,sz.002360,同德化工,BUY,5.66,579200,3278272.0,278.65312,0.0
2025-07-24,sh.600376,首开股份,BUY,2.8,1170800,3278240.0,278.65040000000005,0.0
2025-07-24,sz.000789,万年青,BUY,6.5,504300,3277950.0,278.62575000000004,0.0
2025-07-25,sh.600376,首开股份,SELL,2.76,1170800,3231407.9999999995,1890.3736799999997,-49001.02408000035
2025-07-25,sh.605336,帅丰电器,SELL,16.73,197200,3299156.0,1930.00626,19483.409300000407
2025-07-25,sz.002360,同德化工,SELL,5.7,579200,3301440.0,1931.3424,20958.004480000585
2025-07-25,sz.000789,万年青,SELL,6.39,504300,3222477.0,1885.1490450000001,-57636.77479499951
2025-07-25,sz.000096,广聚能源,SELL,12.54,265200,3325608.0,1945.4806800000001,45511.9002000005
2025-07-29,sh.600579,中化装备,BUY,9.2,1779500,16371399.999999998,1391.569,0.0
2025-07-30,sh.600579,中化装备,SELL,10.12,1779500,18008540.0,10534.9959,1625213.4351000022
2025-08-01,sz.002365,永安药业,BUY,19.59,183400,3592806.0,305.38851,0.0
2025-08-01,sh.600610,中毅达,BUY,12.5,287400,3592500.0,305.3625,0.0
2025-08-01,sh.603332,苏州龙杰,BUY,14.1,254800,3592680.0,305.37780000000004,0.0
2025-08-01,sh.605336,帅丰电器,BUY,15.94,225300,3591282.0,305.25897000000003,0.0
2025-08-01,sz.000096,广聚能源,BUY,12.11,296600,3591826.0,305.30521000000005,0.0
2025-08-04,sh.605336,帅丰电器,SELL,15.84,225300,3568752.0,2087.71992,-24922.978889999446
2025-08-04,sh.600610,中毅达,SELL,12.26,287400,3523524.0,2061.26154,-71342.62403999968
2025-08-04,sz.000096,广聚能源,SELL,12.0,296600,3559200.0,2082.132,-35013.437209999654
2025-08-04,sz.002365,永安药业,SELL,19.49,183400,3574465.9999999995,2091.06261,-20736.451119999867
2025-08-04,sh.603332,苏州龙杰,SELL,13.88,254800,3536624.0,2068.92504,-58430.30283999955
2025-08-05,sh.600000,浦发银行,BUY,13.15,270000,3550500.0,301.7925,0.0
2025-08-05,sz.000637,茂化实华,BUY,4.23,839600,3551508.0000000005,301.87818000000004,0.0
2025-08-05,sz.000650,仁和药业,BUY,5.96,595900,3551564.0,301.88294,0.0
2025-08-05,sz.000651,格力电器,BUY,43.12417525,82300,3549119.623075,301.675167961375,0.0
2025-08-05,sz.000663,永安林业,BUY,7.02,505900,3551418.0,301.87053000000003,0.0
2025-08-06,sz.000651,格力电器,SELL,43.7502467,82300,3600645.3034099997,2106.37750249485,49117.62766454369
2025-08-06,sz.000637,茂化实华,SELL,4.26,839600,3576696.0,2092.3671600000002,22793.754660000093
2025-08-06,sh.600000,浦发银行,SELL,13.75,270000,3712500.0,2171.8125,159526.39500000048
2025-08-06,sz.000650,仁和药业,SELL,5.92,595900,3527728.0,2063.72088,-26201.603819999378
2025-08-06,sz.000663,永安林业,SELL,7.15,505900,3617185.0,2116.053225,63349.076245000586
2025-08-13,sh.600208,衢州发展,BUY,4.53,3978100,18020793.0,1531.767405,0.0
2025-08-14,sh.600208,衢州发展,SELL,4.98,3978100,19810938.0,11589.39873,1777023.8338650018
2025-08-15,sh.603121,华培动力,BUY,18.32,215700,3951624.0,335.88804000000005,0.0
2025-08-15,sh.600439,瑞贝卡,BUY,3.08,1283200,3952256.0,335.94176000000004,0.0
2025-08-15,sh.605336,帅丰电器,BUY,15.86,249200,3952312.0,335.94652,0.0
2025-08-15,sh.603819,神力股份,BUY,12.0,329300,3951600.0,335.886,0.0
2025-08-15,sh.603392,万泰生物,BUY,54.25,72800,3949400.0,335.699,0.0
2025-08-18,sh.605336,帅丰电器,SELL,15.95,249200,3974740.0,2325.2229,19766.8305800003
2025-08-18,sh.600439,瑞贝卡,SELL,3.11,1283200,3990752.0,2334.58992,35825.46832000045
2025-08-18,sh.603121,华培动力,SELL,18.27,215700,3940839.0,2305.390815,-13426.278854999691
2025-08-18,sh.603392,万泰生物,SELL,54.8,72800,3989440.0,2333.8224,37370.4786000005
2025-08-18,sh.603819,神力股份,SELL,12.3,329300,4050390.0000000005,2369.4781500000004,96084.63585000113
2025-11-24,sz.000753,漳州发展,BUY,8.14,489700,3986158.0000000005,338.8234300000001,0.0
2025-11-24,sz.001309,德明利,BUY,219.31,18100,3969511.0,337.408435,0.0
2025-11-24,sz.002136,安纳达,BUY,12.44,320400,3985776.0,338.79096000000004,0.0
2025-11-24,sh.600104,上汽集团,BUY,14.9,267500,3985750.0,338.78875000000005,0.0
