date,代码,名称,action,price,shares,amount,cost,profit
2023-01-03,sz.002235,安妮股份,BUY,8.15,24000,195600.0,16.626,0.0
2023-01-03,sh.601872,招商轮船,BUY,5.0241632,39000,195942.3648,16.655101008000003,0.0
2023-01-03,sz.002756,永兴材料,BUY,60.569856,3200,193823.5392,16.475000832000003,0.0
2023-01-03,sh.600026,中远海能,BUY,11.17147214,17500,195500.76245,16.617564808250002,0.0
2023-01-03,sh.600734,实达集团,BUY,3.65,53600,195640.0,16.6294,0.0
2023-01-04,sz.002235,安妮股份,SELL,8.97,24000,215280.00000000003,125.93880000000001,19537.435200000036
2023-01-04,sz.002756,永兴材料,SELL,61.15478625,3200,195695.316,114.48175986,1740.8200393080187
2023-01-04,sh.600026,中远海能,SELL,11.49676459,17500,201193.380325,117.698127490125,5558.302182701649
2023-01-04,sh.601872,招商轮船,SELL,5.158739,39000,201190.821,117.696630285,5114.104468706995
2023-01-04,sh.603613,国联股份,BUY,61.15726239,3300,201818.965887,17.154612100395003,0.0
2023-01-04,sh.600246,万通发展,BUY,6.46,31700,204782.0,17.406470000000002,0.0
2023-01-04,sh.600522,中天科技,BUY,16.18008768,12600,203869.104768,17.328873905280002,0.0
2023-01-04,sh.603399,永杉锂业,BUY,13.82740236,14800,204645.554928,17.394872168880003,0.0
2023-01-05,sh.600522,中天科技,SELL,15.56662464,12600,196139.470464,114.74159022144,-7861.704768126685
2023-01-05,sh.600734,实达集团,SELL,4.25,53600,227800.0,133.263,32010.107600000018
2023-01-05,sh.603613,国联股份,SELL,61.65882921,3300,203474.136393,119.032369789905,1518.9835241097317
2023-01-05,sh.603399,永杉锂业,SELL,13.48991346,14800,199650.719208,116.79567073668,-5129.026262905536
2023-01-05,sh.600246,万通发展,SELL,6.5,31700,206050.0,120.53925000000001,1130.0542800000112
2023-01-06,sh.603029,天鹅股份,BUY,28.05075917,12200,342219.261874,29.088637259290003,0.0
2023-01-06,sz.002095,生意宝,BUY,24.1671626,14200,343173.70892,29.1697652582,0.0
2023-01-06,sz.000610,西安旅游,BUY,16.58,20700,343205.99999999994,29.172509999999996,0.0
2023-01-09,sz.000610,西安旅游,SELL,16.66,20700,344862.0,201.74427,1425.0832200000877
2023-01-09,sz.002095,生意宝,SELL,23.4038847,14200,332335.16274,194.41607020290002,-11062.132015461044
2023-01-09,sh.603029,天鹅股份,SELL,27.55385444,12200,336157.024168,196.65185913828,-6287.978202397586
2023-01-10,sh.603029,天鹅股份,BUY,27.281044,7400,201879.7256,17.159776676000003,0.0
2023-01-10,sz.002875,安奈儿,BUY,25.35,8000,202800.0,17.238,0.0
2023-01-10,sz.000610,西安旅游,BUY,16.86,12000,202320.0,17.197200000000002,0.0
2023-01-10,sz.002719,麦趣尔,BUY,14.0,14500,203000.0,17.255000000000003,0.0
2023-01-10,sz.000815,美利云,BUY,15.05,13500,203175.0,17.269875000000003,0.0
2023-01-11,sz.000815,美利云,SELL,15.22,13500,205470.0,120.19995,2157.5301750000217
2023-01-11,sz.002875,安奈儿,SELL,26.87,8000,214960.0,125.75160000000001,12017.010400000028
2023-01-11,sh.603029,天鹅股份,SELL,27.75846227,7400,205412.620798,120.16638316683,3395.5690381571767
2023-01-11,sz.000610,西安旅游,SELL,17.31,12000,207719.99999999997,121.51619999999998,5261.286599999992
2023-01-11,sz.002719,麦趣尔,SELL,14.64,14500,212280.0,124.1838,9138.561200000026
2023-01-16,sh.601828,美凯龙,BUY,5.06693565,206800,1047842.29242,89.0665948557,0.0
2023-01-17,sh.601828,美凯龙,SELL,5.57854857,206800,1153643.844276,674.88164890146,105037.60361224308
2023-01-20,sh.600016,民生银行,BUY,2.87405892,80100,230212.119492,19.56803015682,0.0
2023-01-20,sh.600651,飞乐音响,BUY,3.38,68100,230178.0,19.56513,0.0
2023-01-20,sz.002109,兴化股份,BUY,5.032976,45700,230007.00319999998,19.550595272,0.0
2023-01-20,sz.002936,郑州银行,BUY,2.19724196,104700,230051.233212,19.554354823020002,0.0
2023-01-20,sz.000980,众泰汽车,BUY,4.26,54000,230040.0,19.5534,0.0
2023-01-30,sz.002936,郑州银行,SELL,2.21525214,104700,231936.899058,135.68308594893,1730.4284052281
2023-01-30,sz.002109,兴化股份,SELL,5.1200852,45700,233987.89364,136.8829177794,3824.4569269486237
2023-01-30,sh.600016,民生银行,SELL,2.90709408,80100,232858.235808,136.22206794768,2490.326217895519
2023-01-30,sh.600651,飞乐音响,SELL,3.4,68100,231540.0,135.4509,1206.9839700000302
2023-01-30,sz.000980,众泰汽车,SELL,4.47,54000,241380.0,141.2073,11179.239300000016
2023-01-31,sz.001236,弘业期货,BUY,20.86285752,56100,1170406.306872,99.48453608412001,0.0
2023-02-01,sz.001236,弘业期货,SELL,21.3824306,56100,1199554.35666,701.7392986461,28346.825953270076
2023-02-01,sh.603393,新天然气,BUY,22.1409432,10800,239122.18655999997,20.3253858576,0.0
2023-02-01,sz.000980,众泰汽车,BUY,4.51,53100,239481.0,20.355885,0.0
2023-02-01,sh.603612,索通发展,BUY,27.15028974,8800,238922.549712,20.30841672552,0.0
2023-02-01,sh.605060,联德股份,BUY,25.94345536,9200,238679.789312,20.28778209152,0.0
2023-02-01,sz.002453,华软科技,BUY,11.05,21700,239785.00000000003,20.381725000000003,0.0
2023-02-02,sz.000980,众泰汽车,SELL,4.72,53100,250632.0,146.61972,10984.024395000044
2023-02-02,sh.603612,索通发展,SELL,26.55069742,8800,233646.137296,136.68299031816,-5433.403823043656
2023-02-02,sh.603393,新天然气,SELL,22.66583625,10800,244791.0315,143.2027534275,5505.316800714965
2023-02-02,sh.605060,联德股份,SELL,25.1294688,9200,231191.11296000003,135.2468010816,-7644.210935173091
2023-02-02,sz.002157,正邦科技,BUY,3.77,64100,241657.0,20.540845,0.0
2023-02-02,sh.600523,贵航股份,BUY,16.817676,14300,240492.76679999998,20.441885178,0.0
2023-02-02,sz.000915,华特达因,BUY,38.04374314,6300,239675.58178199996,20.37242445147,0.0
2023-02-02,sz.002678,珠江钢琴,BUY,6.98412078,34600,241650.578988,20.540299213980003,0.0
2023-02-03,sz.002453,华软科技,SELL,11.17,21700,242389.0,141.797565,2441.82071
2023-02-03,sz.000915,华特达因,SELL,37.65802302,6300,237245.545026,138.78864384021,-2589.197824291594
2023-02-03,sh.600523,贵航股份,SELL,15.9233256,14300,227703.55608,133.20658030680002,-12942.859185484762
2023-02-03,sz.002157,正邦科技,SELL,3.68,64100,235888.0,137.99448,-5927.535324999975
2023-02-03,sz.002678,珠江钢琴,SELL,6.75529631,34600,233733.25232600002,136.73395261071002,-8074.600913824659
2023-02-03,sz.002052,同洲电子,BUY,1.74,135100,235074.0,19.98129,0.0
2023-02-03,sz.002317,众生药业,BUY,22.99228778,10200,234521.33535600003,19.934313505260004,0.0
2023-02-03,sz.002186,全聚德,BUY,15.66,15000,234900.0,19.9665,0.0
2023-02-03,sz.002603,以岭药业,BUY,28.2590581,8300,234550.18223,19.93676548955,0.0
2023-02-03,sz.000153,丰原药业,BUY,7.0567749,33300,234990.60416999998,19.97420135445,0.0
2023-02-06,sz.002603,以岭药业,SELL,27.62582837,8300,229294.375471,134.137209650535,-5409.880734140053
2023-02-06,sz.002317,众生药业,SELL,22.4361774,10200,228849.00947999998,133.87667054579998,-5826.136860051105
2023-02-06,sz.002052,同洲电子,SELL,1.71,135100,231021.0,135.147285,-4208.128574999981
2023-02-06,sz.002186,全聚德,SELL,15.0,15000,225000.0,131.625,-10051.59149999998
2023-02-06,sz.000153,丰原药业,SELL,6.89313954,33300,229541.546682,134.28180480897,-5603.313494163391
2023-02-06,sz.002813,路畅科技,BUY,31.19,36700,1144673.0,97.297205,0.0
2023-02-07,sz.002813,路畅科技,SELL,34.31,36700,1259177.0,736.618545,113670.08425000007
2023-02-28,sh.600666,奥瑞德,BUY,2.51,500600,1256506.0,106.80301000000001,0.0
2023-03-02,sh.600666,奥瑞德,SELL,2.77,500600,1386662.0,811.19727,129237.9997200002
2023-03-16,sh.603556,海兴电力,BUY,19.6513625,14000,275119.075,23.385121375000004,0.0
2023-03-16,sh.603611,诺力股份,BUY,18.8891664,14600,275781.82944,23.4414555024,0.0
2023-03-16,sz.001212,中旗新材,BUY,23.5783647,11700,275866.86699,23.448683694150002,0.0
2023-03-16,sz.001319,铭科精技,BUY,21.31594952,12900,274975.748808,23.37293864868,0.0
2023-03-16,sz.002292,奥飞娱乐,BUY,5.09,54300,276387.0,23.492895,0.0
2023-03-17,sz.002292,奥飞娱乐,SELL,5.12,54300,278016.0,162.63936,1442.8677450000541
2023-03-17,sh.603556,海兴电力,SELL,19.4294177,14000,272011.8478,159.126930963,-3289.7392523380113
2023-03-17,sh.603611,诺力股份,SELL,18.69845847,14600,272997.493662,159.70353379227,-2967.480767294648
2023-03-17,sz.001212,中旗新材,SELL,22.5870821,11700,264268.86057,154.59728343345,-11776.052387127536
2023-03-17,sz.001319,铭科精技,SELL,21.12579832,12900,272522.798328,159.42583702188,-2635.7492556705256
2023-06-19,sh.601138,工业富联,BUY,22.686265,60100,1363444.5265,115.8927847525,0.0
2023-06-20,sh.601138,工业富联,SELL,23.9548439,60100,1439686.11839,842.21637925815,75283.48272598954
2023-06-29,sz.000007,全新好,BUY,4.26,337600,1438176.0,122.24496,0.0
2023-06-30,sz.000007,全新好,SELL,4.47,337600,1509072.0,882.80712,69890.94792000018
2023-07-03,sh.603030,全筑股份,BUY,2.40411236,125300,301235.278708,25.604998690180004,0.0
2023-07-03,sz.000006,深振业A,BUY,4.39,68600,301154.0,25.598090000000003,0.0
2023-07-03,sz.000014,沙河股份,BUY,11.18956696,26900,300999.35122400004,25.584944854040007,0.0
2023-07-03,sz.000016,深康佳A,BUY,4.73,63700,301301.0,25.610585,0.0
2023-07-03,sz.000099,中信海直,BUY,9.20526603,32700,301012.199181,25.586036930385003,0.0
2023-07-04,sz.000016,深康佳A,SELL,4.73,63700,301301.0,176.261085,-201.87166999996407
2023-07-04,sh.603030,全筑股份,SELL,2.5238902,125300,316243.44206,185.0024136051,14797.555939704704
2023-07-04,sz.000006,深振业A,SELL,4.41,68600,302526.0,176.97771,1169.4242000000086
2023-07-04,sz.000099,中信海直,SELL,9.35262888,32700,305830.964376,178.91111415996,4614.268043909688
2023-07-04,sz.000014,沙河股份,SELL,11.17000478,26900,300473.128582,175.77678022047,-727.584367074538
2023-08-29,sh.600587,新华医疗,BUY,17.73516544,17200,305044.845568,25.92881187328,0.0
2023-08-29,sh.603061,金海通,BUY,83.56614,3600,300838.104,25.57123884,0.0
2023-08-29,sh.603309,维力医疗,BUY,10.97475248,27800,305098.118944,25.93334011024,0.0
2023-08-29,sz.002436,兴森科技,BUY,10.8251933,28100,304187.93173,25.855974197050003,0.0
2023-08-29,sz.002756,永兴材料,BUY,43.47680175,7000,304337.61225,25.86869704125,0.0
2023-08-30,sz.002756,永兴材料,SELL,45.31880955,7000,317231.66685,185.58052510725,12682.605377851462
2023-08-30,sh.603061,金海通,SELL,91.2263695,3600,328414.9302,192.122734167,27359.132226993097
2023-08-30,sh.603309,维力医疗,SELL,11.43809054,27800,317978.917012,186.01766645202,12668.84706143773
2023-08-30,sh.600587,新华医疗,SELL,18.61025584,17200,320096.400448,187.25639426208,14838.369673864683
2023-08-30,sz.002436,兴森科技,SELL,11.84812441,28100,332932.295921,194.76539311378502,28523.742823689186
2023-10-19,sz.000628,高新发展,BUY,17.86791908,90600,1618833.468648,137.60084483508,0.0
2023-10-20,sz.000628,高新发展,SELL,19.65869048,90600,1781077.357488,1041.93025413048,161064.35774103482
2023-10-20,sh.600666,奥瑞德,BUY,2.32,766400,1778047.9999999998,151.13407999999998,0.0
2023-10-23,sh.600666,奥瑞德,SELL,2.44,766400,1870016.0,1093.95936,90722.9065600005
2023-10-23,sz.002941,新疆交建,BUY,14.28126172,26100,372740.930892,31.68297912582,0.0
2023-10-23,sz.000977,浪潮信息,BUY,29.12039361,12800,372741.038208,31.682988247680004,0.0
2023-10-23,sh.603129,春风动力,BUY,107.16788876,3400,364370.82178399997,30.97151985164,0.0
2023-10-23,sh.603666,亿嘉和,BUY,29.72,12500,371500.0,31.5775,0.0
2023-10-23,sz.002099,海翔药业,BUY,6.84,54500,372780.0,31.686300000000003,0.0
2023-10-24,sz.002941,新疆交建,SELL,13.60304712,26100,355039.529832,207.69812495172,-17940.782164077507
2023-10-24,sh.603129,春风动力,SELL,102.43038688,3400,348263.315392,203.73403950432,-16342.211951355857
2023-10-24,sz.002099,海翔药业,SELL,6.84,54500,372780.0,218.0763,-249.76259999995818
2023-10-24,sz.000977,浪潮信息,SELL,28.4149866,12800,363711.82847999997,212.77141966079998,-9273.664135908533
2023-10-24,sh.603666,亿嘉和,SELL,28.33,12500,354125.0,207.163125,-17613.740624999977
2023-10-27,sh.603879,永悦科技,BUY,6.23,58000,361340.0,30.713900000000002,0.0
2023-10-27,sz.002517,恺英网络,BUY,9.71924256,37100,360583.89897599997,30.649631412959998,0.0
2023-10-27,sz.000721,西安饮食,BUY,10.39,34700,360533.0,30.645305,0.0
2023-10-27,sz.002472,双环传动,BUY,23.7098692,15200,360390.01184,30.633151006400002,0.0
2023-10-27,sz.002905,金逸影视,BUY,9.17,39400,361298.0,30.710330000000003,0.0
2023-10-30,sz.002472,双环传动,SELL,25.17574908,15200,382671.386016,223.86276081936,22026.878264174273
2023-10-30,sz.002905,金逸影视,SELL,9.25,39400,364450.0,213.20325,2908.086420000007
2023-10-30,sz.000721,西安饮食,SELL,10.56,34700,366432.0,214.36272,5653.99197500007
2023-10-30,sh.603879,永悦科技,SELL,6.27,58000,363660.0,212.74110000000002,2076.545000000042
2023-10-30,sz.002517,恺英网络,SELL,10.2743496,37100,381178.37016000005,222.98934654360002,20340.83220604353
2023-11-01,sh.600816,建元信托,BUY,3.33,111600,371628.0,31.58838,0.0
2023-11-01,sh.603444,吉比特,BUY,245.21789086,1500,367826.83629,31.265281084650002,0.0
2023-11-01,sh.603617,君禾股份,BUY,8.0126712,46300,370986.67656,31.5338675076,0.0
2023-11-01,sh.600078,澄星股份,BUY,7.11407125,52200,371354.51925,31.565134136250002,0.0
2023-11-01,sz.002850,科达利,BUY,87.85000436,4200,368970.018312,31.36245155652,0.0
2023-11-02,sh.600816,建元信托,SELL,3.5,111600,390600.0,228.501,18711.91062000004
2023-11-02,sh.603617,君禾股份,SELL,8.45454645,46300,391445.500635,228.99561787147502,20198.294589621015
2023-11-02,sz.002850,科达利,SELL,89.06879984,4200,374088.95932799997,218.84204120688,4868.736523236614
2023-11-02,sh.600078,澄星股份,SELL,7.16382,52200,373951.40400000004,218.76157134000002,2346.558044523874
2023-11-02,sh.603444,吉比特,SELL,258.1045356,1500,387156.80340000003,226.48672998900003,19072.21509892639
2023-11-03,sz.002313,日海智能,BUY,8.36,229900,1921963.9999999998,163.36694,0.0
2023-11-06,sz.002313,日海智能,SELL,9.2,229900,2115080.0,1237.3218,191715.31126000034
2023-11-10,sh.603444,吉比特,BUY,277.801498,3700,1027865.5425999999,87.368571121,0.0
2023-11-10,sz.002129,TCL中环,BUY,18.61350543,56600,1053524.407338,89.54957462373,0.0
2023-11-13,sz.002129,TCL中环,SELL,18.34248195,56600,1038184.47837,607.3379198464501,-16036.81646246987
2023-11-13,sh.603444,吉比特,SELL,275.943294,3700,1020990.1878,597.279259863,-7560.002630983829
2023-11-15,sz.002786,银宝山新,BUY,10.87,192000,2087039.9999999998,177.39839999999998,0.0
2023-11-16,sz.002786,银宝山新,SELL,12.21,192000,2344320.0,1371.4272,255731.1744000006
2023-11-20,sh.603488,展鹏科技,BUY,9.46799844,123400,1168351.007496,99.30983563716,0.0
2023-11-20,sz.000863,三湘印象,BUY,4.22,277000,1168940.0,99.35990000000001,0.0
2023-11-21,sz.000863,三湘印象,SELL,4.64,277000,1285280.0,751.8888000000001,115488.75130000012
2023-11-21,sh.603488,展鹏科技,SELL,10.41673448,123400,1285425.034832,751.97364537672,116222.74385498627
2023-11-23,sz.000670,盈方微,BUY,7.95,322600,2564670.0,217.99695000000003,0.0
2023-11-24,sz.000670,盈方微,SELL,8.75,322600,2822750.0,1651.3087500000001,256210.69430000056
2023-11-27,sh.603726,朗迪集团,BUY,16.18140412,34800,563112.863376,47.86459338696,0.0
2023-11-27,sh.603220,中贝通信,BUY,33.41689728,16800,561403.874304,47.71932931584001,0.0
2023-11-27,sh.603108,润达医疗,BUY,23.4006883,24000,561616.5192,47.737404132,0.0
2023-11-27,sh.603929,亚翔集成,BUY,21.11175924,26600,561572.7957840001,47.73368764164001,0.0
2023-11-27,sz.002988,豪美新材,BUY,23.22999375,24200,562165.84875,47.78409714375,0.0
2023-11-28,sh.603108,润达医疗,SELL,21.34990825,24000,512397.79799999995,299.75271182999995,-49566.21131596196
2023-11-28,sh.603929,亚翔集成,SELL,21.77263335,26600,579152.04711,338.80394755935004,17192.71369079908
2023-11-28,sh.603220,中贝通信,SELL,32.12402688,16800,539683.6515840001,315.71493617664004,-22083.656985492446
2023-11-28,sz.002988,豪美新材,SELL,24.3939387,24200,590333.31654,345.3449901759,27774.338702680427
2023-11-28,sh.603726,朗迪集团,SELL,15.9161352,34800,553881.5049599999,324.0206804016,-9603.243689788505
2023-12-06,sz.002510,天汽模,BUY,5.28194265,526400,2780414.61096,236.33524193160002,0.0
2023-12-07,sz.002510,天汽模,SELL,5.81507331,526400,3061054.590384,1790.7169353746401,278612.9272466935
2023-12-11,sz.002021,中捷资源,BUY,2.08611863,1463700,3053451.838731,259.54340629213505,0.0
2023-12-12,sz.002021,中捷资源,SELL,2.18923476,1463700,3204382.9182120003,1874.5640071540201,148796.97206755402
2024-01-02,sh.600088,中视传媒,BUY,13.2180984,48400,639755.96256,54.3792568176,0.0
2024-01-02,sh.600589,大位科技,BUY,3.35,191000,639850.0,54.38725,0.0
2024-01-02,sh.603949,雪龙集团,BUY,18.18178152,35100,638180.5313520001,54.24534516492001,0.0
2024-01-02,sh.603110,东方材料,BUY,24.23344781,26400,639763.022184,54.37985688564,0.0
2024-01-02,sh.603363,傲农生物,BUY,6.04,105900,639636.0,54.369060000000005,0.0
2024-01-03,sh.600088,中视传媒,SELL,15.3413676,48400,742522.19184,434.3754822264,102277.47454095609
2024-01-03,sh.603110,东方材料,SELL,24.47269205,26400,646079.0701199999,377.9562560202,5883.7118230941705
2024-01-03,sh.600589,大位科技,SELL,3.52,191000,672320.0,393.3072,32022.30555000005
2024-01-03,sh.603363,傲农生物,SELL,6.06,105900,641754.0,375.42609,1688.2048500000965
2024-01-03,sh.603949,雪龙集团,SELL,17.996948,35100,631692.8748,369.540331758,-6911.44222892297
2024-01-04,sh.600589,大位科技,BUY,3.7,450200,1665740.0,141.58790000000002,0.0
2024-01-04,sz.000564,供销大集,BUY,1.58,1054300,1665794.0,141.59249,0.0
2024-01-08,sh.600589,大位科技,SELL,3.86,450200,1737772.0,1016.59662,70873.8154800001
2024-01-09,sz.002021,中捷资源,BUY,1.98,223300,442134.0,37.581390000000006,0.0
2024-01-09,sz.002022,科华生物,BUY,9.75,45300,441675.0,37.542375,0.0
2024-01-09,sz.002120,韵达股份,BUY,6.43695312,68600,441574.984032,37.53387364272,0.0
2024-01-09,sh.600678,四川金顶,BUY,7.15,61800,441870.0,37.55895,0.0
2024-01-10,sz.002021,中捷资源,SELL,2.0,223300,446600.0,261.261,4167.157610000053
2024-01-10,sz.002120,韵达股份,SELL,6.53217432,68600,448107.158352,262.14268763592,6232.497758721409
2024-01-10,sz.002022,科华生物,SELL,9.84,45300,445752.0,260.76492,3778.6927050000522
2024-01-10,sh.600678,四川金顶,SELL,7.15,61800,441870.0,258.49395,-296.0528999999515
2024-01-10,sz.000620,盈新发展,BUY,1.83,486900,891027.0,75.737295,0.0
2024-01-10,sh.601825,沪农商行,BUY,5.2653634,169200,890899.48728,75.72645641880001,0.0
2024-01-11,sz.000620,盈新发展,SELL,1.91,486900,929979.0,544.037715,38332.22499000013
2024-01-11,sz.000564,供销大集,SELL,2.02,1054300,2129686.0,1245.86631,462504.5412000003
2024-01-11,sh.601825,沪农商行,SELL,5.2653634,169200,890899.48728,521.1762000588,-596.9026564775268
2024-01-16,sh.603958,哈森股份,BUY,9.98,78200,780436.0,66.33706000000001,0.0
2024-01-16,sh.603396,金辰股份,BUY,55.08759016,14100,776735.0212559999,66.02247680676,0.0
2024-01-16,sz.002641,公元股份,BUY,6.48306957,120400,780561.576228,66.34773397938001,0.0
2024-01-16,sh.601086,国芳集团,BUY,5.83538846,133800,780774.975948,66.36587295558,0.0
2024-01-16,sh.600744,华银电力,BUY,3.8,205500,780900.0,66.37650000000001,0.0
2024-01-17,sh.603396,金辰股份,SELL,55.324696,14100,780078.2136,456.345754956,2820.824112237431
2024-01-17,sh.603958,哈森股份,SELL,10.98,78200,858636.0,502.30206000000004,77631.36088000005
2024-01-17,sh.600744,华银电力,SELL,3.67,205500,754185.0,441.19822500000004,-27222.57472499984
2024-01-17,sh.601086,国芳集团,SELL,5.84489235,133800,782046.59643,457.49725891155003,747.757350132917
2024-01-17,sz.002641,公元股份,SELL,5.8761849,120400,707492.66196,413.8832072466,-73549.14520922583
2024-01-17,sh.603667,五洲新春,BUY,18.0662175,43000,776847.3525,66.0320249625,0.0
2024-01-17,sh.603037,凯众股份,BUY,9.0409206,85900,776615.07954,66.0122817609,0.0
2024-01-17,sz.002241,歌尔股份,BUY,18.43340981,42100,776046.5530010001,65.963957005085,0.0
2024-01-17,sz.002022,科华生物,BUY,9.57,81200,777084.0,66.05214000000001,0.0
2024-01-17,sh.603662,柯力传感,BUY,28.30684105,27400,775607.44477,65.92663280545,0.0
2024-01-18,sh.603037,凯众股份,SELL,8.76386013,85900,752815.585167,440.397117322695,-24305.90377208346
2024-01-18,sz.002022,科华生物,SELL,9.16,81200,743792.0,435.11832000000004,-33793.170459999936
2024-01-18,sh.603662,柯力传感,SELL,27.0803748,27400,742002.2695200001,434.07132766920006,-34105.17321047443
2024-01-18,sh.603667,五洲新春,SELL,17.28630975,43000,743311.3192500001,434.83712176125005,-34036.90239672363
2024-01-18,sz.002241,歌尔股份,SELL,17.22338185,42100,725104.375885,424.186059892725,-51432.3271328978
2024-01-23,sh.600449,宁夏建材,BUY,11.99814451,61800,741485.330718,63.02625311103,0.0
2024-01-23,sh.603949,雪龙集团,BUY,14.4461988,51300,741089.99844,62.992649867400004,0.0
2024-01-23,sh.603023,威帝股份,BUY,3.77,196900,742313.0,63.096605000000004,0.0
2024-01-23,sh.603773,沃格光电,BUY,19.0050584,39000,741197.2776,63.001768596000005,0.0
2024-01-23,sh.603345,安井食品,BUY,74.8038429,9900,740558.04471,62.947433800350005,0.0
2024-01-24,sh.603345,安井食品,SELL,74.37219396,9900,736284.720204,430.72656131934,-4766.9985011196695
2024-01-24,sh.603023,威帝股份,SELL,3.75,196900,738375.0,431.94937500000003,-4433.045979999937
2024-01-24,sh.603773,沃格光电,SELL,18.84412847,39000,734921.0103300001,429.92879104305007,-6769.197829638841
2024-01-24,sh.603949,雪龙集团,SELL,14.75749736,51300,757059.614568,442.87987452228,15463.743603610317
2024-01-24,sh.600449,宁夏建材,SELL,12.27806904,61800,758784.666672,443.88903000312,16792.420670885942
2024-01-24,sh.600486,扬农化工,BUY,53.78165961,13800,742186.9026179999,63.08588672253,0.0
2024-01-24,sz.001331,胜通能源,BUY,8.98838408,82900,745137.0402319999,63.33664841972,0.0
2024-01-24,sz.002251,步步高,BUY,3.86,193100,745366.0,63.35611,0.0
2024-01-24,sh.603013,亚普股份,BUY,14.05024857,53000,744663.1742100001,63.29636980785001,0.0
2024-01-24,sz.000757,浩物股份,BUY,4.17,178700,745179.0,63.34021500000001,0.0
2024-01-25,sz.001331,胜通能源,SELL,9.10059124,82900,754439.013796,441.34682307066004,8797.290092509822
2024-01-25,sh.603013,亚普股份,SELL,14.30674398,53000,758257.43094,443.5805970999,13087.379763092264
2024-01-25,sz.000757,浩物股份,SELL,4.26,178700,761262.0,445.33827,15574.321515000076
2024-01-25,sz.002251,步步高,SELL,3.68,193100,710608.0,415.70568000000003,-35237.06178999995
2024-01-25,sh.600486,扬农化工,SELL,52.5503146,13800,725194.34148,424.23868976579996,-17479.88571448822
2024-01-25,sz.002052,同洲电子,BUY,2.46,301800,742428.0,63.10638,0.0
2024-01-25,sh.603679,华体科技,BUY,12.41883895,59700,741404.685315,63.01939825177501,0.0
2024-01-25,sz.003036,泰坦股份,BUY,9.9712725,74400,741862.674,63.05832729,0.0
2024-01-25,sh.600448,华纺股份,BUY,3.08,241000,742280.0,63.0938,0.0
2024-01-25,sz.000628,高新发展,BUY,44.75933627,16500,738529.0484549999,62.774969118674996,0.0
2024-01-26,sh.600448,华纺股份,SELL,3.22,241000,776020.0,453.9717,33222.93450000009
2024-01-26,sz.002052,同洲电子,SELL,2.58,301800,778644.0,455.50674000000004,35697.38688000012
2024-01-26,sz.000628,高新发展,SELL,46.18200466,16500,762003.0768899999,445.77179998065,22965.481665900676
2024-01-26,sz.003036,泰坦股份,SELL,10.60753465,74400,789200.57796,461.6823381066,46813.16329460358
2024-01-26,sh.603679,华体科技,SELL,12.89231335,59700,769671.106995,450.25759759207506,27753.144684156287
2024-01-29,sh.600675,中华企业,BUY,4.2408795,182700,774808.6846500001,65.85873819525001,0.0
2024-01-29,sz.002423,中粮资本,BUY,8.249437,93900,774622.1343,65.8428814155,0.0
2024-01-29,sh.603329,上海雅仕,BUY,14.43937593,53600,773950.549848,65.78579673708,0.0
2024-01-29,sh.601998,中信银行,BUY,5.35867407,144600,774864.270522,65.86346299437001,0.0
2024-01-29,sh.601857,中国石油,BUY,7.55434761,102600,775076.064786,65.88146550681,0.0
2024-01-30,sh.601857,中国石油,SELL,7.49131968,102600,768609.399168,449.63649851328,-6982.183582019992
2024-01-30,sh.603329,上海雅仕,SELL,12.90181455,53600,691537.2598799999,404.54929702979996,-82883.62506176694
2024-01-30,sz.002423,中粮资本,SELL,7.56036638,93900,709918.403082,415.30226580297,-65184.87636521843
2024-01-30,sh.601998,中信银行,SELL,5.56306794,144600,804419.624124,470.58548011254,29018.904658893007
2024-01-30,sh.600675,中华企业,SELL,4.250765,182700,776614.7655000001,454.31963781750005,1285.9024739874294
2024-01-30,sh.605289,罗曼股份,BUY,37.4547348,20000,749094.696,63.673049160000005,0.0
2024-01-30,sh.600605,汇通能源,BUY,22.27509856,33700,750670.821472,63.80701982512,0.0
2024-01-30,sh.603536,惠发食品,BUY,11.96550443,62700,750237.127761,63.770155859685,0.0
2024-01-30,sz.002395,双象股份,BUY,14.770455,50800,750339.1140000001,63.77882469000001,0.0
2024-01-30,sz.001300,三柏硕,BUY,15.26867752,49100,749692.066232,63.723825629720004,0.0
2024-01-31,sh.605289,罗曼股份,SELL,36.48368612,20000,729673.7224000001,426.85912760400004,-19911.505776763894
2024-01-31,sz.001300,三柏硕,SELL,14.87896651,49100,730557.255641,427.375994549985,-19625.910411179648
2024-01-31,sh.600605,汇通能源,SELL,20.55189382,33700,692598.821734,405.17031071439,-58540.977068539476
2024-01-31,sz.002395,双象股份,SELL,14.41596408,50800,732330.975264,428.41362052944004,-18500.33118121943
2024-01-31,sh.603536,惠发食品,SELL,11.69605604,62700,733342.713708,429.00548751918,-17387.189696378773
2024-01-31,sh.601877,正泰电器,BUY,17.7915492,40700,724116.05244,61.549864457400005,0.0
2024-01-31,sh.603556,海兴电力,BUY,28.0424345,25800,723494.8101,61.497058858500004,0.0
2024-01-31,sh.603992,松霖科技,BUY,16.01439612,45200,723850.704624,61.527309893040005,0.0
2024-01-31,sh.603063,禾望电气,BUY,20.9827791,34500,723905.8789499999,61.53199971075,0.0
2024-01-31,sh.600821,金开新能,BUY,5.09680672,142100,724256.234912,61.56177996752,0.0
